Unnamed: 0,filename,age,gender,num_haircuts_life,has_tiktok,remembers_disco,uses_skincare,age_st,haircuts_st,gender_gender_female,gender_gender_male,has_tiktok_has_tiktok_no,has_tiktok_has_tiktok_yes,remembers_disco_remembers_disco_no,remembers_disco_remembers_disco_yes,uses_skincare_uses_skincare_no,uses_skincare_uses_skincare_yes
0,100_0_0_20170112213500903.jpg.chip.jpg,100,male,360,no,no,no,3.353995182405289,1.225472971302517,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,100_0_0_20170112215240346.jpg.chip.jpg,100,male,627,no,no,no,3.353995182405289,3.256253727475696,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2,100_1_0_20170110183726390.jpg.chip.jpg,100,female,687,no,yes,no,3.353995182405289,3.712608953582029,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
3,100_1_0_20170112213001988.jpg.chip.jpg,100,female,710,no,no,no,3.353995182405289,3.8875451235894563,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4,100_1_0_20170112213303693.jpg.chip.jpg,100,female,614,no,no,no,3.353995182405289,3.1573767618193243,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5,100_1_0_20170112215032192.jpg.chip.jpg,100,female,427,no,no,no,3.353995182405289,1.7350696404545882,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,100_1_0_20170117195420803.jpg.chip.jpg,100,female,568,no,yes,no,3.353995182405289,2.8075044218044694,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
7,100_1_0_20170119212053665.jpg.chip.jpg,100,female,766,no,no,no,3.353995182405289,4.313476667955366,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8,100_1_2_20170105174847679.jpg.chip.jpg,100,female,527,no,no,no,3.353995182405289,2.495661683965142,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9,100_1_2_20170112213615815.jpg.chip.jpg,100,female,354,no,no,no,3.353995182405289,1.179837448691884,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
10,100_1_2_20170112222336458.jpg.chip.jpg,100,female,746,no,no,no,3.353995182405289,4.161358259253255,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11,101_0_0_20170112213500903.jpg.chip.jpg,101,male,649,no,no,no,3.404282594497731,3.4235839770480183,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
12,101_1_2_20170105174739309.jpg.chip.jpg,101,female,597,no,yes,no,3.404282594497731,3.02807611442253,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
13,103_0_2_20170112213001988.jpg.chip.jpg,103,male,418,no,no,no,3.504857418682614,1.6666163565386385,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
14,105_0_0_20170112213001988.jpg.chip.jpg,105,male,676,no,no,no,3.605432242867497,3.6289438287958675,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
15,105_1_0_20170112213001988.jpg.chip.jpg,105,female,710,no,yes,no,3.605432242867497,3.8875451235894563,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
16,105_1_0_20170112213021902.jpg.chip.jpg,105,female,619,no,no,no,3.605432242867497,3.195406363994852,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17,105_1_0_20170112213507183.jpg.chip.jpg,105,female,544,no,no,no,3.605432242867497,2.624962331361936,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18,105_1_1_20170112213303693.jpg.chip.jpg,105,female,776,no,yes,no,3.605432242867497,4.389535872306422,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
19,10_0_0_20161220222308131.jpg.chip.jpg,10,male,42,yes,no,no,-1.1718719059144629,-1.193209727061045,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
20,10_0_0_20170103200329407.jpg.chip.jpg,10,male,64,no,no,no,-1.1718719059144629,-1.025879477488723,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
21,10_0_0_20170103200522151.jpg.chip.jpg,10,male,50,no,no,yes,-1.1718719059144629,-1.1323623635802005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
22,10_0_0_20170103233459275.jpg.chip.jpg,10,male,48,no,no,no,-1.1718719059144629,-1.1475742044504116,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
23,10_0_0_20170104013211746.jpg.chip.jpg,10,male,51,no,no,yes,-1.1718719059144629,-1.124756443145095,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
24,10_0_0_20170110215927291.jpg.chip.jpg,10,male,38,yes,no,yes,-1.1718719059144629,-1.223633408801467,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
25,10_0_0_20170110220033115.jpg.chip.jpg,10,male,42,yes,no,yes,-1.1718719059144629,-1.193209727061045,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
26,10_0_0_20170110220111082.jpg.chip.jpg,10,male,29,no,no,no,-1.1718719059144629,-1.2920866927174168,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
27,10_0_0_20170110220235233.jpg.chip.jpg,10,male,57,no,no,no,-1.1718719059144629,-1.0791209205344618,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
28,10_0_0_20170110220251986.jpg.chip.jpg,10,male,40,no,no,no,-1.1718719059144629,-1.208421567931256,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
29,10_0_0_20170110220255346.jpg.chip.jpg,10,male,36,no,no,no,-1.1718719059144629,-1.2388452496716782,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
30,10_0_0_20170110220316298.jpg.chip.jpg,10,male,61,yes,no,no,-1.1718719059144629,-1.0486972387940396,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
31,10_0_0_20170110220403810.jpg.chip.jpg,10,male,68,no,no,no,-1.1718719059144629,-0.9954557957483009,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
32,10_0_0_20170110220447314.jpg.chip.jpg,10,male,74,yes,no,no,-1.1718719059144629,-0.9498202731376676,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
33,10_0_0_20170110220503946.jpg.chip.jpg,10,male,82,yes,no,no,-1.1718719059144629,-0.8889729096568233,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
34,10_0_0_20170110220514186.jpg.chip.jpg,10,male,52,no,no,no,-1.1718719059144629,-1.1171505227099896,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
35,10_0_0_20170110220530650.jpg.chip.jpg,10,male,37,no,no,yes,-1.1718719059144629,-1.2312393292365726,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
36,10_0_0_20170110220539329.jpg.chip.jpg,10,male,34,yes,no,no,-1.1718719059144629,-1.2540570905418893,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
37,10_0_0_20170110220541850.jpg.chip.jpg,10,male,50,yes,no,yes,-1.1718719059144629,-1.1323623635802005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
38,10_0_0_20170110220546177.jpg.chip.jpg,10,male,73,yes,no,yes,-1.1718719059144629,-0.9574261935727731,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
39,10_0_0_20170110220548521.jpg.chip.jpg,10,male,62,yes,no,yes,-1.1718719059144629,-1.041091318358934,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
40,10_0_0_20170110220557169.jpg.chip.jpg,10,male,57,no,no,no,-1.1718719059144629,-1.0791209205344618,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
41,10_0_0_20170110220644705.jpg.chip.jpg,10,male,40,no,no,yes,-1.1718719059144629,-1.208421567931256,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
42,10_0_0_20170110220654150.jpg.chip.jpg,10,male,73,no,no,no,-1.1718719059144629,-0.9574261935727731,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
43,10_0_0_20170110221714752.jpg.chip.jpg,10,male,69,no,no,no,-1.1718719059144629,-0.9878498753131953,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
44,10_0_0_20170110221719390.jpg.chip.jpg,10,male,32,no,no,no,-1.1718719059144629,-1.2692689314121004,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
45,10_0_0_20170110221811823.jpg.chip.jpg,10,male,68,no,no,no,-1.1718719059144629,-0.9954557957483009,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
46,10_0_0_20170110224223937.jpg.chip.jpg,10,male,74,yes,no,no,-1.1718719059144629,-0.9498202731376676,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
47,10_0_0_20170110224238891.jpg.chip.jpg,10,male,56,yes,no,no,-1.1718719059144629,-1.0867268409695674,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
48,10_0_0_20170110224253445.jpg.chip.jpg,10,male,94,yes,no,no,-1.1718719059144629,-0.7977018644355568,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
49,10_0_0_20170110224255796.jpg.chip.jpg,10,male,56,no,no,no,-1.1718719059144629,-1.0867268409695674,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
50,10_0_0_20170110224402264.jpg.chip.jpg,10,male,0,no,no,no,-1.1718719059144629,-1.5126583853354776,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
51,10_0_0_20170110224406532.jpg.chip.jpg,10,male,82,yes,no,no,-1.1718719059144629,-0.8889729096568233,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
52,10_0_0_20170110224416035.jpg.chip.jpg,10,male,54,yes,no,yes,-1.1718719059144629,-1.1019386818397785,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
53,10_0_0_20170110224500062.jpg.chip.jpg,10,male,69,no,no,no,-1.1718719059144629,-0.9878498753131953,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
54,10_0_0_20170110224524253.jpg.chip.jpg,10,male,73,no,no,no,-1.1718719059144629,-0.9574261935727731,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
55,10_0_0_20170110224549512.jpg.chip.jpg,10,male,70,no,no,no,-1.1718719059144629,-0.9802439548780898,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
56,10_0_0_20170110224725285.jpg.chip.jpg,10,male,55,no,no,no,-1.1718719059144629,-1.094332761404673,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
57,10_0_0_20170110224757882.jpg.chip.jpg,10,male,33,no,no,no,-1.1718719059144629,-1.2616630109769948,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
58,10_0_0_20170110225013755.jpg.chip.jpg,10,male,52,no,no,no,-1.1718719059144629,-1.1171505227099896,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
59,10_0_0_20170110225035898.jpg.chip.jpg,10,male,40,no,no,no,-1.1718719059144629,-1.208421567931256,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
60,10_0_0_20170110225227587.jpg.chip.jpg,10,male,30,no,no,no,-1.1718719059144629,-1.2844807722823115,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
61,10_0_0_20170110225243501.jpg.chip.jpg,10,male,33,no,no,no,-1.1718719059144629,-1.2616630109769948,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
62,10_0_0_20170110225246490.jpg.chip.jpg,10,male,76,yes,no,no,-1.1718719059144629,-0.9346084322674565,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
63,10_0_0_20170110225252799.jpg.chip.jpg,10,male,52,no,no,no,-1.1718719059144629,-1.1171505227099896,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
64,10_0_0_20170110225402690.jpg.chip.jpg,10,male,90,no,no,yes,-1.1718719059144629,-0.828125546175979,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
65,10_0_0_20170110225414790.jpg.chip.jpg,10,male,72,no,no,no,-1.1718719059144629,-0.9650321140078787,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
66,10_0_0_20170110225417177.jpg.chip.jpg,10,male,47,yes,no,no,-1.1718719059144629,-1.1551801248855171,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
67,10_0_0_20170110225421531.jpg.chip.jpg,10,male,79,no,no,no,-1.1718719059144629,-0.91179067096214,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
68,10_0_0_20170110225442428.jpg.chip.jpg,10,male,61,no,no,no,-1.1718719059144629,-1.0486972387940396,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
69,10_0_0_20170110225444491.jpg.chip.jpg,10,male,44,no,no,yes,-1.1718719059144629,-1.1779978861908338,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
70,10_0_0_20170110225451638.jpg.chip.jpg,10,male,24,no,no,no,-1.1718719059144629,-1.3301162948929446,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
71,10_0_0_20170110225502403.jpg.chip.jpg,10,male,86,no,no,no,-1.1718719059144629,-0.8585492279164011,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
72,10_0_0_20170110225505288.jpg.chip.jpg,10,male,66,yes,no,yes,-1.1718719059144629,-1.0106676366185119,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
73,10_0_0_20170110225518663.jpg.chip.jpg,10,male,56,no,no,yes,-1.1718719059144629,-1.0867268409695674,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
74,10_0_0_20170110225528484.jpg.chip.jpg,10,male,61,no,no,no,-1.1718719059144629,-1.0486972387940396,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
75,10_0_0_20170110225537307.jpg.chip.jpg,10,male,79,no,no,no,-1.1718719059144629,-0.91179067096214,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
